    0.0000   -2.8524
    0.0200   -2.8597
    0.0400   -2.8812
    0.0600   -2.9150
    0.0800   -2.9596
    0.1000   -3.0121
    0.1200   -3.0706
    0.1400   -3.1341
    0.1600   -3.2013
    0.1800   -3.2714
    0.2000   -3.3436
    0.2200   -3.4171
    0.2400   -3.4916
    0.2600   -3.5667
    0.2800   -3.6421
    0.3000   -3.7176
    0.3200   -3.7926
    0.3400   -3.8670
    0.3600   -3.9408
    0.3800   -4.0136
    0.4000   -4.0852
    0.4200   -4.1556
    0.4400   -4.2250
    0.4600   -4.2925
    0.4800   -4.3584
    0.5000   -4.4223
    0.5200   -4.4847
    0.5400   -4.5449
    0.5600   -4.6032
    0.5800   -4.6596
    0.6000   -4.7135
    0.6200   -4.7652
    0.6400   -4.8146
    0.6600   -4.8615
    0.6800   -4.9057
    0.7000   -4.9480
    0.7200   -4.9871
    0.7400   -5.0240
    0.7600   -5.0584
    0.7800   -5.0899
    0.8000   -5.1188
    0.8200   -5.1450
    0.8400   -5.1686
    0.8600   -5.1894
    0.8800   -5.2075
    0.9000   -5.2230
    0.9200   -5.2354
    0.9400   -5.2453
    0.9600   -5.2524
    0.9800   -5.2566
    1.0000   -5.2580

    0.0000   -2.0151
    0.0200   -2.0086
    0.0400   -1.9901
    0.0600   -1.9611
    0.0800   -1.9238
    0.1000   -1.8801
    0.1200   -1.8314
    0.1400   -1.7791
    0.1600   -1.7240
    0.1800   -1.6668
    0.2000   -1.6077
    0.2200   -1.5473
    0.2400   -1.4855
    0.2600   -1.4225
    0.2800   -1.3584
    0.3000   -1.2930
    0.3200   -1.2257
    0.3400   -1.1579
    0.3600   -1.0887
    0.3800   -1.0182
    0.4000   -0.9466
    0.4200   -0.8736
    0.4400   -0.7994
    0.4600   -0.7237
    0.4800   -0.6462
    0.5000   -0.5677
    0.5200   -0.4879
    0.5400   -0.4066
    0.5600   -0.3242
    0.5800   -0.2409
    0.6000   -0.1564
    0.6200   -0.0711
    0.6400    0.0149
    0.6600    0.1016
    0.6800    0.1888
    0.7000    0.2757
    0.7200    0.3629
    0.7400    0.4492
    0.7600    0.5346
    0.7800    0.6187
    0.8000    0.7008
    0.8200    0.7802
    0.8400    0.8560
    0.8600    0.9273
    0.8800    0.9931
    0.9000    1.0521
    0.9200    1.1032
    0.9400    1.1445
    0.9600    1.1753
    0.9800    1.1942
    1.0000    1.2006

    0.0000    1.2235
    0.0200    1.2220
    0.0400    1.2175
    0.0600    1.2113
    0.0800    1.2043
    0.1000    1.1980
    0.1200    1.1933
    0.1400    1.1910
    0.1600    1.1918
    0.1800    1.1960
    0.2000    1.2037
    0.2200    1.2152
    0.2400    1.2308
    0.2600    1.2500
    0.2800    1.2732
    0.3000    1.3001
    0.3200    1.3310
    0.3400    1.3653
    0.3600    1.4032
    0.3800    1.4446
    0.4000    1.4894
    0.4200    1.5373
    0.4400    1.5882
    0.4600    1.6423
    0.4800    1.6989
    0.5000    1.7584
    0.5200    1.8204
    0.5400    1.8847
    0.5600    1.9512
    0.5800    2.0196
    0.6000    2.0900
    0.6200    2.1617
    0.6400    2.2348
    0.6600    2.3089
    0.6800    2.3838
    0.7000    2.4588
    0.7200    2.5339
    0.7400    2.6083
    0.7600    2.6815
    0.7800    2.7531
    0.8000    2.8218
    0.8200    2.8868
    0.8400    2.9468
    0.8600    2.9997
    0.8800    3.0413
    0.9000    3.0654
    0.9200    3.0679
    0.9400    3.0564
    0.9600    3.0424
    0.9800    3.0321
    1.0000    3.0284

    0.0000    1.8340
    0.0200    1.8414
    0.0400    1.8630
    0.0600    1.8978
    0.0800    1.9441
    0.1000    2.0007
    0.1200    2.0662
    0.1400    2.1390
    0.1600    2.2185
    0.1800    2.3035
    0.2000    2.3932
    0.2200    2.4868
    0.2400    2.5830
    0.2600    2.6818
    0.2800    2.7816
    0.3000    2.8818
    0.3200    2.9817
    0.3400    3.0800
    0.3600    3.1757
    0.3800    3.2676
    0.4000    3.3548
    0.4200    3.4359
    0.4400    3.5098
    0.4600    3.5757
    0.4800    3.6323
    0.5000    3.6795
    0.5200    3.7167
    0.5400    3.7438
    0.5600    3.7609
    0.5800    3.7681
    0.6000    3.7663
    0.6200    3.7561
    0.6400    3.7386
    0.6600    3.7143
    0.6800    3.6844
    0.7000    3.6487
    0.7200    3.6094
    0.7400    3.5662
    0.7600    3.5202
    0.7800    3.4726
    0.8000    3.4239
    0.8200    3.3757
    0.8400    3.3291
    0.8600    3.2867
    0.8800    3.2527
    0.9000    3.2335
    0.9200    3.2343
    0.9400    3.2474
    0.9600    3.2618
    0.9800    3.2723
    1.0000    3.2760

    0.0000    8.4611
    0.0200    8.4626
    0.0400    8.4661
    0.0600    8.4717
    0.0800    8.4776
    0.1000    8.4684
    0.1200    8.3647
    0.1400    8.2402
    0.1600    8.1182
    0.1800    8.0003
    0.2000    7.8872
    0.2200    7.7789
    0.2400    7.6761
    0.2600    7.5798
    0.2800    7.4896
    0.3000    7.4064
    0.3200    7.3318
    0.3400    7.2644
    0.3600    7.2060
    0.3800    7.1573
    0.4000    7.1191
    0.4200    7.0917
    0.4400    7.0761
    0.4600    7.0730
    0.4800    7.0823
    0.5000    7.1045
    0.5200    7.1391
    0.5400    7.1857
    0.5600    7.2424
    0.5800    7.3066
    0.6000    7.3749
    0.6200    7.4397
    0.6400    7.4873
    0.6600    7.4949
    0.6800    7.4480
    0.7000    7.3604
    0.7200    7.2548
    0.7400    7.1419
    0.7600    7.0290
    0.7800    6.9193
    0.8000    6.8145
    0.8200    6.7158
